s,F_parallel
3.998099999999990359e+03,1.897158533555966019e-34
4.003374999999990450e+03,1.900659199768559521e-34
4.006624999999990450e+03,1.902818353988847587e-34
4.011899999999990541e+03,1.906326643035764660e-34
4.039099999999990359e+03,1.924492161405748046e-34
4.066299999999990177e+03,1.942785179632934592e-34
4.071749999999989996e+03,1.946465990096792121e-34
4.077199999999989814e+03,1.950152000789843889e-34
4.104399999999989632e+03,1.968626458844999662e-34
4.131599999999989450e+03,1.987232512051737416e-34
4.136874999999989086e+03,1.990856237512776892e-34
4.140124999999989086e+03,1.993091366844498102e-34
4.145399999999988722e+03,1.996723224123913748e-34
4.172599999999988540e+03,2.015530943840037111e-34
4.199799999999988358e+03,2.034474680683349547e-34
4.205249999999988177e+03,2.038286908618260695e-34
4.210699999999987995e+03,2.042104684349646901e-34
4.237899999999987813e+03,2.061241987997663126e-34
4.265099999999987631e+03,2.080519687574206401e-34
4.270374999999987267e+03,2.084274697138843708e-34
4.273624999999987267e+03,2.086590879867252409e-34
4.278899999999986903e+03,2.090354565472790811e-34
4.306099999999986721e+03,2.109847428226237392e-34
4.333299999999986539e+03,2.129485418370731483e-34
4.338749999999986358e+03,2.133437858979244124e-34
4.344199999999986176e+03,2.137396219279047396e-34
4.371399999999985994e+03,2.157240752029502509e-34
4.398599999999985812e+03,2.177235100759451579e-34
4.403874999999985448e+03,2.181130194639201782e-34
4.407124999999985448e+03,2.183532864539149574e-34
4.412399999999985084e+03,2.187437217187534540e-34
4.439599999999984902e+03,2.207661180702124128e-34
4.466799999999984720e+03,2.228040029980203370e-34
4.472249999999984539e+03,2.232142100549745768e-34
4.477699999999984357e+03,2.236250489299679065e-34
4.504899999999984175e+03,2.256849784900570604e-34
4.532099999999983993e+03,2.277608993655637135e-34
4.537374999999983629e+03,2.281653601016092150e-34
4.540624999999983629e+03,2.284148580478856363e-34
4.545899999999983265e+03,2.288203071447632290e-34
4.573099999999983083e+03,2.309207390984877690e-34
4.600299999999982901e+03,2.330377063643166350e-34
4.605749999999982720e+03,2.334638861810035942e-34
4.611199999999982538e+03,2.338907405745386937e-34
4.638399999999982356e+03,2.360312443753344372e-34
4.665599999999982174e+03,2.381888233162452392e-34
4.670874999999981810e+03,2.386092471345570951e-34
4.674124999999981810e+03,2.388686007983930814e-34
4.679399999999981446e+03,2.392900800715660363e-34
4.706599999999981264e+03,2.414738340215739807e-34
4.733799999999981083e+03,2.436752476530513113e-34
4.739249999999980901e+03,2.441184844712101620e-34
4.744699999999980719e+03,2.445624418121456229e-34
4.771899999999980537e+03,2.467889950850920524e-34
4.799099999999980355e+03,2.490337885107661310e-34
4.804374999999979991e+03,2.494712625176405165e-34
4.807624999999979991e+03,2.497411432339672959e-34
4.812899999999979627e+03,2.501797448416212276e-34
4.840099999999979445e+03,2.524525024960778441e-34
4.867299999999979264e+03,2.547441292987090402e-34
4.872749999999979082e+03,2.552055889752946961e-34
4.878199999999978900e+03,2.556678186150420885e-34
4.905399999999978718e+03,2.579863100930907576e-34
4.932599999999978536e+03,2.603242957774924688e-34
4.937874999999978172e+03,2.607799897175479629e-34
4.941124999999978172e+03,2.610611198866507760e-34
4.946399999999977808e+03,2.615180191155292129e-34
4.973599999999977626e+03,2.638858956954397510e-34
5.000799999999977445e+03,2.662739442725908916e-34
5.006249999999977263e+03,2.667548821986774268e-34
5.011699999999977081e+03,2.672366433640617451e-34
5.038899999999976899e+03,2.696534154865726113e-34
5.066099999999976717e+03,2.720910336345120840e-34
5.071374999999976353e+03,2.725662079594779280e-34
5.074624999999976353e+03,2.728593660350811855e-34
5.079899999999975989e+03,2.733358294239027862e-34
5.107099999999975807e+03,2.758054160942343306e-34
5.134299999999975626e+03,2.782965802055180401e-34
5.139749999999975444e+03,2.787983501074791303e-34
5.145199999999975262e+03,2.793010007402772986e-34
5.172399999999975080e+03,2.818228943497648777e-34
5.199599999999974898e+03,2.843670932782255577e-34
5.204874999999974534e+03,2.848631081221902379e-34
5.208124999999974534e+03,2.851691341602148177e-34
5.213399999999974170e+03,2.856665285366789839e-34
5.240599999999973988e+03,2.882449396193306544e-34
5.267799999999973807e+03,2.908464464422739385e-34
5.273249999999973625e+03,2.913705101803299574e-34
5.278699999999973443e+03,2.918955167792136190e-34
5.305899999999973261e+03,2.945299208972973782e-34
5.333099999999973079e+03,2.971882079258660144e-34
5.338374999999972715e+03,2.977065331060987648e-34
5.341624999999972715e+03,2.980263349478040756e-34
5.346899999999972351e+03,2.985461374993476739e-34
5.374099999999972169e+03,3.012410630980885899e-34
5.401299999999971988e+03,3.039607270412111474e-34
5.406749999999971806e+03,3.045086655374190193e-34
5.412199999999971624e+03,3.050576141351363880e-34
5.439399999999971442e+03,3.078125214920130044e-34
5.466599999999971260e+03,3.105930197361474891e-34
5.471874999999970896e+03,3.111352459163307811e-34
5.475124999999970896e+03,3.114698060905238878e-34
5.480399999999970532e+03,3.120136156068969624e-34
5.507599999999970350e+03,3.148333803684509425e-34
5.534799999999970169e+03,3.176796631809497914e-34
5.540249999999969987e+03,3.182531886285390395e-34
5.545699999999969805e+03,3.188277970571083948e-34
5.572899999999969623e+03,3.217118661503242159e-34
5.600099999999969441e+03,3.246233780159176290e-34
5.605374999999969077e+03,3.251912291893276362e-34
5.608624999999969077e+03,3.255416126311423730e-34
5.613899999999968713e+03,3.261111620777723955e-34
5.641099999999968531e+03,3.290647909231067888e-34
5.668299999999968350e+03,3.320468689597819774e-34
5.673749999999968168e+03,3.326478384889013450e-34
5.679199999999967986e+03,3.332499701089129193e-34
5.706399999999967804e+03,3.362725946858634819e-34
5.733599999999967622e+03,3.393246729860933440e-34
5.738874999999967258e+03,3.399200204604864724e-34
5.742124999999967258e+03,3.402873831592331887e-34
5.747399999999966894e+03,3.408845537648206335e-34
5.774599999999966712e+03,3.439818455533261941e-34
5.801799999999966531e+03,3.471096851862573074e-34
5.807249999999966349e+03,3.477401161883548703e-34
5.812699999999966167e+03,3.483717952857979805e-34
5.839899999999965985e+03,3.515431822834501366e-34
5.867099999999965803e+03,3.547462100425898335e-34
5.872374999999965439e+03,3.553710881369714007e-34
5.875624999999965439e+03,3.557566868431552083e-34
5.880899999999965075e+03,3.563835239136476259e-34
5.908099999999964894e+03,3.596351341538734261e-34
5.935299999999964712e+03,3.629195764783765193e-34
5.940749999999964530e+03,3.635816638233068937e-34
5.946199999999964348e+03,3.642450929094427510e-34
5.973399999999964166e+03,3.675763500481853467e-34
6.000599999999963984e+03,3.709416302259676460e-34
6.005874999999963620e+03,3.715982539228289475e-34
6.009124999999963620e+03,3.720034570651271843e-34
6.014399999999963256e+03,3.726621877699864797e-34
6.041599999999963075e+03,3.760797216681900029e-34
6.068799999999962893e+03,3.795325778342264525e-34
6.074249999999962711e+03,3.802287132517324178e-34
6.079699999999962529e+03,3.809262925393189728e-34
6.106899999999962347e+03,3.844295269603181328e-34
6.134099999999962165e+03,3.879693835295055327e-34
6.139374999999961801e+03,3.886601683655041750e-34
6.142624999999961801e+03,3.890864683528948570e-34
6.147899999999961437e+03,3.897795217693758517e-34
6.175099999999961256e+03,3.933756391166222163e-34
6.202299999999961074e+03,3.970097978335228333e-34
6.207749999999960892e+03,3.977425917750429045e-34
6.213199999999960710e+03,3.984769411488387148e-34
6.240399999999960528e+03,4.021653707115642835e-34
6.267599999999960346e+03,4.058932627565729404e-34
6.272874999999959982e+03,4.066208472811879752e-34
6.276124999999959982e+03,4.070698743942488076e-34
6.281399999999959618e+03,4.077999041424685190e-34
6.308599999999959437e+03,4.115884377886961339e-34
6.335799999999959255e+03,4.154179868074374424e-34
6.341249999999959073e+03,4.161902931566388266e-34
6.346699999999958891e+03,4.169642770089184676e-34
6.373899999999958709e+03,4.208523561346065582e-34
6.401099999999958527e+03,4.247830069176489834e-34
6.406374999999958163e+03,4.255502781045014807e-34
6.409624999999958163e+03,4.260238162140843028e-34
6.414899999999957799e+03,4.267937260714281606e-34
6.442099999999957618e+03,4.307898160285505843e-34
6.469299999999957436e+03,4.348301797099479059e-34
6.474749999999957254e+03,4.356451237726070075e-34
6.480199999999957072e+03,4.364618791370926911e-34
6.507399999999956890e+03,4.405654414033889206e-34
6.534599999999956708e+03,4.447149846755461683e-34
6.539874999999956344e+03,4.455251067366294657e-34
6.543124999999956344e+03,4.460251111287147256e-34
6.548399999999955980e+03,4.468380840784123077e-34
6.575599999999955799e+03,4.510583296436402537e-34
6.602799999999955617e+03,4.553264250825656326e-34
6.608249999999955435e+03,4.561874353604790019e-34
6.613699999999955253e+03,4.570504038526745335e-34
6.640899999999955071e+03,4.613868239250173543e-34
6.668099999999954889e+03,4.657729701538663004e-34
6.673374999999954525e+03,4.666294172850360031e-34
6.676624999999954525e+03,4.671580349189739176e-34
6.681899999999954161e+03,4.680175661666616878e-34
6.709099999999953980e+03,4.724801988734355064e-34
6.736299999999953798e+03,4.769946134807217396e-34
6.741749999999953616e+03,4.779054578226833621e-34
6.747199999999953434e+03,4.788184219835976221e-34
6.774399999999953252e+03,4.834067999229637737e-34
6.801599999999953070e+03,4.880490255793039034e-34
6.806874999999952706e+03,4.889556192587088999e-34
6.810124999999952706e+03,4.895152118438871532e-34
6.815399999999952342e+03,4.904251464303997991e-34
6.842599999999952161e+03,4.951502271319542627e-34
6.869799999999951979e+03,4.999314210919089336e-34
6.875249999999951797e+03,5.008962479205473821e-34
6.880699999999951615e+03,5.018633726673494793e-34
6.907899999999951433e+03,5.067247441976568949e-34
6.935099999999951251e+03,5.116445078080802651e-34
6.940374999999950887e+03,5.126054593810912424e-34
6.943624999999950887e+03,5.131986297263943474e-34
6.948899999999950523e+03,5.141632054781941684e-34
6.976099999999950342e+03,5.191728494655629415e-34
7.003299999999950160e+03,5.242433871065302874e-34
7.008749999999949978e+03,5.252667725467467726e-34
7.014199999999949796e+03,5.262926525617806068e-34
7.041399999999949614e+03,5.314502295331918045e-34
7.068599999999949432e+03,5.366712188832889946e-34
7.073874999999949068e+03,5.376911783019586313e-34
7.077124999999949068e+03,5.383208004757384177e-34
7.082399999999948704e+03,5.393446971704960641e-34
7.109599999999948523e+03,5.446633319445986457e-34
7.136799999999948341e+03,5.500481468056707268e-34
7.142249999999948159e+03,5.511351486932717141e-34
7.147699999999947977e+03,5.522248627369007055e-34
7.174899999999947795e+03,5.577043088079151544e-34
7.202099999999947613e+03,5.632527244982688342e-34
7.207374999999947249e+03,5.643368362455483990e-34
7.210624999999947249e+03,5.650060901843529450e-34
7.215899999999946886e+03,5.660944859733346009e-34
7.243099999999946704e+03,5.717491471570192560e-34
7.270299999999946522e+03,5.774758464343744914e-34
7.275749999999946340e+03,5.786320663681386015e-34
7.281199999999946158e+03,5.797912396869687097e-34
7.308399999999945976e+03,5.856209871988818076e-34
7.335599999999945794e+03,5.915258687445192296e-34
7.340874999999945430e+03,5.926798361696823147e-34
7.344124999999945430e+03,5.933922474956230745e-34
7.349399999999945067e+03,5.945508838231978679e-34
7.376599999999944885e+03,6.005715557477371608e-34
7.403799999999944703e+03,6.066707708947902270e-34
7.409249999999944521e+03,6.079024257189641884e-34
7.414699999999944339e+03,6.091373019465415003e-34
7.441899999999944157e+03,6.153489171166234538e-34
7.469099999999943975e+03,6.216425189800267575e-34
7.474374999999943611e+03,6.228726785099186742e-34
7.477624999999943611e+03,6.236321644642396127e-34
7.482899999999943248e+03,6.248674209659834421e-34
7.510099999999943066e+03,6.312874297402043534e-34
7.537299999999942884e+03,6.377932213214555653e-34
7.542749999999942702e+03,6.391072256977751192e-34
7.548199999999942520e+03,6.404247499191301497e-34
7.575399999999942338e+03,6.470533548813816051e-34
7.602599999999942156e+03,6.537715812894271332e-34
7.607874999999941792e+03,6.550849882702803916e-34
7.611124999999941792e+03,6.558959108505475140e-34
7.616399999999941429e+03,6.572148920052501449e-34
7.643599999999941247e+03,6.640713604278125752e-34
7.670799999999941065e+03,6.710216869431480087e-34
7.676249999999940883e+03,6.724257490034475633e-34
7.681699999999940701e+03,6.738336639895924723e-34
7.708899999999940519e+03,6.809184259241453082e-34
7.736099999999940337e+03,6.881013351033841573e-34
7.741374999999939973e+03,6.895058633825083924e-34
7.744624999999939973e+03,6.903730909907260197e-34
7.749899999999939610e+03,6.917837266607842644e-34
7.777099999999939428e+03,6.991181022346700627e-34
7.804299999999939246e+03,7.065553646097828613e-34
7.809749999999939064e+03,7.080580970867722911e-34
7.815199999999938882e+03,7.095650551151442040e-34
7.842399999999938700e+03,7.171497548051518558e-34
7.869599999999938518e+03,7.248421454571977457e-34
7.874874999999938154e+03,7.263466032487702847e-34
7.878124999999938154e+03,7.272755824274633621e-34
7.883399999999937791e+03,7.287867448628444228e-34
7.910599999999937609e+03,7.366454145014471220e-34
7.937799999999937427e+03,7.446170903708330276e-34
7.943249999999937245e+03,7.462281401041508418e-34
7.948699999999937063e+03,7.478438332848090701e-34
7.975899999999936881e+03,7.559775280191280962e-34
8.003099999999936699e+03,7.642296235495442605e-34
8.008374999999936335e+03,7.658438886641668862e-34
8.011624999999936335e+03,7.668407278295648022e-34
8.016899999999935972e+03,7.684623682531655692e-34
8.044099999999935790e+03,7.768973761382255579e-34
8.071299999999935608e+03,7.854567610440442946e-34
8.076749999999935426e+03,7.871869603748480356e-34
8.082199999999935244e+03,7.889222730237248565e-34
8.109399999999935062e+03,7.976600719472235216e-34
8.136599999999934880e+03,8.065283212858301266e-34
8.141874999999934516e+03,8.082634994651412076e-34
8.145124999999934516e+03,8.093350669570202230e-34
8.150399999999934153e+03,8.110783755199738778e-34
8.177599999999933971e+03,8.201482641215721375e-34
8.204799999999933789e+03,8.293553404603269340e-34
8.210249999999934516e+03,8.312168847905357544e-34
8.215699999999935244e+03,8.330840721606362795e-34
8.242899999999935972e+03,8.424880461179503947e-34
8.270099999999936699e+03,8.520360640903168759e-34
8.275374999999936335e+03,8.539046750086280958e-34
8.278624999999936335e+03,8.550587142855448449e-34
8.283899999999935972e+03,8.569363080131876889e-34
8.311099999999936699e+03,8.667071066885783031e-34
8.338299999999937427e+03,8.766295658447365246e-34
8.343749999999938154e+03,8.786362225851493931e-34
8.349199999999938882e+03,8.806491212232385860e-34
8.376399999999939610e+03,8.907893740467082670e-34
8.403599999999940337e+03,9.010890493867755100e-34
8.408874999999939973e+03,9.031052459036594556e-34
8.412124999999939973e+03,9.043505113463870699e-34
8.417399999999939610e+03,9.063766557320844244e-34
8.444599999999940337e+03,9.169230468112871077e-34
8.471799999999941065e+03,9.276374956626167608e-34
8.477249999999941792e+03,9.298048509771122558e-34
8.482699999999942520e+03,9.319791271672411662e-34
8.509899999999943248e+03,9.429350614836165842e-34
8.537099999999943975e+03,9.540678669876499486e-34
8.542374999999943611e+03,9.562476945129151076e-34
8.545624999999943611e+03,9.575941120916803420e-34
8.550899999999943248e+03,9.597849832917615118e-34
8.578099999999943975e+03,9.711916824274055453e-34
8.605299999999944703e+03,9.827850726006113269e-34
8.610749999999945430e+03,9.851308238354519103e-34
8.616199999999946158e+03,9.874842680863227620e-34
