x,px,y,py,l,delta
-1.6928567700729135e-23,-1.4012334425893436e-25,0.0,0.0,1.3207617902142826e-13,2.9340398089873566e-31
-2.5382719766821338e-23,1.3378267622760444e-26,0.0,0.0,2.6415235808048626e-13,5.868073708639786e-31
4.393391870407897e-24,-7.977054578066137e-26,0.0,0.0,3.9622853717839636e-13,8.802107608292216e-31
-3.240238740838107e-23,-9.17164800358991e-26,0.0,0.0,5.28304716303381e-13,1.1736141507944645e-30
-6.260967436792696e-24,1.9586239526285642e-26,0.0,0.0,6.603808954585457e-13,1.4670175407597075e-30
-9.191579024559033e-24,-1.376114933491125e-25,0.0,0.0,7.924570746486421e-13,1.7604209307249505e-30
-3.087942688567963e-23,-1.002516231834813e-26,0.0,0.0,9.245332538750568e-13,2.0538243206901934e-30
5.0096104293348544e-24,-4.671685095601363e-26,0.0,0.0,1.0566094331231947e-12,2.3472277106554364e-30
-2.7842117283538564e-23,-1.1854383670399255e-25,0.0,0.0,1.1886856124079507e-12,2.6406311006206794e-30
-1.3807289164873155e-23,2.7301337290209374e-26,0.0,0.0,1.32076179173035e-12,2.9340344905859223e-30
-2.2838992389116928e-24,-1.22508557551303e-25,0.0,0.0,1.4528379710912519e-12,3.227437880551165e-30
-3.383050192213459e-23,-4.06917742518575e-26,0.0,0.0,1.5849141504881411e-12,3.520841270516408e-30
2.5866111480478386e-24,-1.5216584044307036e-26,0.0,0.0,1.7169903299244072e-12,3.814244660481651e-30
-2.1208863882251414e-23,-1.3574730991481065e-25,0.0,0.0,1.8490665093960535e-12,4.107648050446894e-30
-2.1464648454467128e-23,2.194471321549832e-26,0.0,0.0,1.9811426889123193e-12,4.401051440412137e-30
2.719537989941674e-24,-9.716477077570461e-26,0.0,0.0,2.113218868467247e-12,4.69445483037738e-30
-3.3776714598092845e-23,-7.384940257238931e-26,0.0,0.0,2.24529504805747e-12,4.987858220342623e-30
-2.498551865072826e-24,9.828360660888761e-27,0.0,0.0,2.377371227689895e-12,5.281261610307866e-30
-1.353485617061821e-23,-1.4064979197740834e-25,0.0,0.0,2.5094474073559444e-12,5.574665000273109e-30
-2.804144957271115e-23,4.349935005919076e-27,0.0,0.0,2.6415235870499357e-12,5.868068390238352e-30
