x,px,y,py,l,delta
8.344591570849255e-23,-5.616451952965796e-26,0.0,0.0,9.563498140727428e-14,-3.9120458726907597e-31
1.1496328478189441e-23,-2.4531751971323755e-25,0.0,0.0,1.9126996276392096e-13,-7.8240910722273325e-31
3.7390208674950605e-23,9.829758712254208e-26,0.0,0.0,2.8690494407189205e-13,-1.1736136271763905e-30
6.998957816887001e-23,-2.347317950872468e-25,0.0,0.0,3.82539925333852e-13,-1.5648181471300478e-30
-5.4446665499108714e-24,-7.225135272035442e-26,0.0,0.0,4.781749065537577e-13,-1.956022667083705e-30
7.659129755004471e-23,1.386099123566991e-26,0.0,0.0,5.738098877285466e-13,-2.3472271870373624e-30
2.7357751060248625e-23,-2.794820006083701e-25,0.0,0.0,6.694448688543244e-13,-2.7384317069910197e-30
2.0140643485868764e-23,8.019089388027877e-26,0.0,0.0,7.650798499359307e-13,-3.129636226944677e-30
8.034182536535918e-23,-1.7305107282775328e-25,0.0,0.0,8.607148309720921e-13,-3.520840746898334e-30
-3.92714311477612e-24,-1.4787914859709252e-25,0.0,0.0,9.56349811958691e-13,-3.9120452668519915e-30
6.393289416486743e-23,6.710974045557349e-26,0.0,0.0,1.0519847928925785e-12,-4.303249786805649e-30
4.5076835682012574e-23,-2.847748574650215e-25,0.0,0.0,1.1476197737793256e-12,-4.694454306759306e-30
5.871825856431521e-24,3.4985552966726886e-26,0.0,0.0,1.2432547546221872e-12,-5.0856588267129634e-30
8.430665082496687e-23,-9.906090857498553e-26,0.0,0.0,1.338889735406056e-12,-5.4768633466666206e-30
4.316421063936128e-24,-2.1511461565454742e-25,0.0,0.0,1.4345247161439385e-12,-5.868067866620278e-30
4.744053425785671e-23,9.529545748531326e-26,0.0,0.0,1.5301596968336785e-12,-6.259272386573935e-30
6.189623733829614e-23,-2.6037244570725607e-25,0.0,0.0,1.6257946774690277e-12,-6.650476906527592e-30
-3.195811911512646e-24,-3.028383490863891e-26,0.0,0.0,1.7214296580666476e-12,-7.04168142648125e-30
8.126706994269357e-23,-2.4275235250385483e-26,0.0,0.0,1.8170646386247596e-12,-7.432885946434907e-30
1.8003208142033282e-23,-2.634949488991757e-25,0.0,0.0,1.912699619159911e-12,-7.824090466388564e-30
