x,px,y,py,l,delta
-1.6596214477445084e-22,-1.1661790599433594e-24,0.0,0.0,-1.682777614191872e-11,-3.9473241882322366e-28
1.5730586869675194e-23,1.1822679750383376e-24,0.0,0.0,-1.6845404273495674e-11,-3.9542078834206483e-28
2.3357470673496094e-22,-1.1034907105020813e-24,0.0,0.0,-1.6862562475573214e-11,-3.960931711648263e-28
-2.810150256735853e-22,3.1446011868182785e-26,0.0,0.0,-1.6879266782182837e-11,-3.9675520966430014e-28
2.8135807166453113e-22,6.019549666254439e-25,0.0,0.0,-1.689553256968241e-11,-3.974097248577674e-28
-6.04130201107658e-23,-1.3907716086957528e-24,0.0,0.0,-1.691137458598874e-11,-3.9804355135010914e-28
-1.050934147296053e-22,1.0759336103106934e-24,0.0,0.0,-1.6926806982267825e-11,-3.9866609317364115e-28
3.029385185032103e-22,-6.712643942547545e-25,0.0,0.0,-1.6941843339229644e-11,-3.9927452921676737e-28
-2.740478350459192e-22,-4.74395224820317e-25,0.0,0.0,-1.6956496694358808e-11,-3.9986791882585756e-28
1.9320362679705453e-22,9.817883881898998e-25,0.0,0.0,-1.6970779568039933e-11,-4.004533149831797e-28
5.861742584991021e-23,-1.4200749115015448e-24,0.0,0.0,-1.6984703986356422e-11,-4.010222541820296e-28
-2.055687189673388e-22,7.814890548999185e-25,0.0,0.0,-1.699828150421378e-11,-4.0158508092468228e-28
3.2907253580211633e-22,-1.548184365199596e-25,0.0,0.0,-1.7011523226770713e-11,-4.0214085465163884e-28
-2.2060336122778253e-22,-9.262257994827705e-25,0.0,0.0,-1.7024439829043708e-11,-4.0268581380476206e-28
7.8737591601716e-23,1.1894426351155682e-24,0.0,0.0,-1.7037041577004862e-11,-4.032180777435631e-28
1.7220436029254863e-22,-1.2473925467188514e-24,0.0,0.0,-1.7049338344072986e-11,-4.037385866123984e-28
-2.7044957475597256e-22,3.4682321987959695e-25,0.0,0.0,-1.7061339629518077e-11,-4.042548637436314e-28
3.0753211394896933e-22,3.6748535308972975e-25,0.0,0.0,-1.7073054574136484e-11,-4.047607965507503e-28
-1.2936478915428826e-22,-1.2517916236149224e-24,0.0,0.0,-1.7084491977266455e-11,-4.052615572041692e-28
-4.458302237085671e-23,1.1944871521888699e-24,0.0,0.0,-1.709566031025177e-11,-4.057491522931705e-28
2.623269534144013e-22,-8.977698754002149e-25,0.0,0.0,-1.7106567732644336e-11,-4.062273434589566e-28
-2.899745885297918e-22,-1.5865180505561374e-25,0.0,0.0,-1.711722210283956e-11,-4.066984816479848e-28
2.41343933318289e-22,8.160883398750695e-25,0.0,0.0,-1.7127630992573972e-11,-4.071555137858762e-28
-1.48461598457185e-23,-1.3987610730593166e-24,0.0,0.0,-1.713780170030857e-11,-4.076054929762135e-28
-1.57874804734767e-22,9.977573606947153e-25,0.0,0.0,-1.7147741260234e-11,-4.080484192431952e-28
3.1466240688383084e-22,-4.240394080497006e-25,0.0,0.0,-1.715745645607419e-11,-4.084838222690062e-28
-2.6139551371417447e-22,-6.5474788231109235e-25,0.0,0.0,-1.716695382792023e-11,-4.089192253026232e-28
1.4052569540133843e-22,1.1226672583847749e-24,0.0,0.0,-1.717623968516862e-11,-4.093414628439134e-28
1.0485735485895101e-22,-1.3428193217102478e-24,0.0,0.0,-1.718532011712658e-11,-4.09754296403673e-28
-2.437749282057135e-22,6.312715100378962e-25,0.0,0.0,-1.719420099829849e-11,-4.101647790267557e-28
3.208067281298775e-22,1.014453184132045e-25,0.0,0.0,-1.7202888001014646e-11,-4.10564917269521e-28
-1.8941260474416156e-22,-1.0629367320201085e-24,0.0,0.0,-1.7211386600307162e-11,-4.109612940390968e-28
2.0519888405392175e-23,1.2408068278009613e-24,0.0,0.0,-1.7219702082993954e-11,-4.113515581513098e-28
2.108783172524273e-22,-1.091413421168932e-24,0.0,0.0,-1.722783955686173e-11,-4.117375905139359e-28
-2.8914974348873213e-22,1.532850603065564e-25,0.0,0.0,-1.7235803956213764e-11,-4.12116099665697e-28
2.795761207034802e-22,5.981041955941889e-25,0.0,0.0,-1.724360004858178e-11,-4.124884962742467e-28
-8.544929978677631e-23,-1.31853644363235e-24,0.0,0.0,-1.725123244159997e-11,-4.128557207113721e-28
-1.0021512869258916e-22,1.1532547518426591e-24,0.0,0.0,-1.725870559079142e-11,-4.132140114108545e-28
2.865074787683559e-22,-6.825627406318389e-25,0.0,0.0,-1.7266023802765246e-11,-4.135683053630552e-28
-2.8714391317461433e-22,-3.6074536095491594e-25,0.0,0.0,-1.7273191242967496e-11,-4.139153112822855e-28
1.971860787022038e-22,9.896980325501113e-25,0.0,0.0,-1.728021193958985e-11,-4.142594960320633e-28
3.412052569403704e-23,-1.380750057263193e-24,0.0,0.0,-1.728708979162684e-11,-4.145970979935942e-28
-2.0308221120825393e-22,8.746321280469161e-25,0.0,0.0,-1.7293828569242768e-11,-4.149335244471367e-28
3.1978947537491803e-22,-1.789179939937402e-25,0.0,0.0,-1.730043192386552e-11,-4.1526195759447035e-28
-2.3825151890126375e-22,-8.298805179516452e-25,0.0,0.0,-1.7306903389072255e-11,-4.155880397167815e-28
8.628002505599989e-23,1.2162150613670388e-24,0.0,0.0,-1.7313246385773792e-11,-4.159077741604146e-28
1.505165957014407e-22,-1.238992500719307e-24,0.0,0.0,-1.731946422776988e-11,-4.162235119556269e-28
-2.722432253154665e-22,4.491789613644818e-25,0.0,0.0,-1.7325560123278406e-11,-4.165329021010894e-28
3.0537959283619584e-22,3.420080321051348e-25,0.0,0.0,-1.733153718092862e-11,-4.168366499056727e-28
-1.5024269122969488e-22,-1.1802747601452473e-24,0.0,0.0,-1.7337398412582227e-11,-4.171418082269779e-28
-3.6041564688555277e-23,1.2432279794766208e-24,0.0,0.0,-1.73431467367588e-11,-4.174380328132115e-28
2.454714685511586e-22,-9.145201601751989e-25,0.0,0.0,-1.7348784982520404e-11,-4.177293203042077e-28
-2.9708680986166427e-22,-5.611329320832225e-26,0.0,0.0,-1.7354315892187283e-11,-4.180156707512564e-28
2.453724803203213e-22,7.999188424962217e-25,0.0,0.0,-1.7359742124680535e-11,-4.183001404175376e-28
-3.6957352097562126e-23,-1.3566518380358867e-24,0.0,0.0,-1.7365066258928507e-11,-4.185789677150675e-28
-1.5088501945735322e-22,1.0672663587456058e-24,0.0,0.0,-1.7370290794615048e-11,-4.188528579136405e-28
3.040705401998747e-22,-4.571086299161632e-25,0.0,0.0,-1.7375418158921895e-11,-4.191260428535311e-28
-2.738822301398275e-22,-5.619126616214725e-25,0.0,0.0,-1.738045070554229e-11,-4.193959363560437e-28
1.4897371461126107e-22,1.1242429005391995e-24,0.0,0.0,-1.7385390718844036e-11,-4.1966300860603865e-28
8.384608858307254e-23,-1.3308938042490443e-24,0.0,0.0,-1.739024041587288e-11,-4.199253789242726e-28
-2.4050589970679727e-22,7.163690938390745e-25,0.0,0.0,-1.7395001947420503e-11,-4.201806963078552e-28
